State,solar%,wind%,CF_NG,CF_solar,CF_wind,EMM Region,Cost_aj_NG,Cost_aj_wind,Cost_aj_solar,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross_Load_MWh,Total capacity,capacity,SO2(short tons),SO2 Rate (lbs/mmBtu),CO2 (short tons),CO2 Rate (short tons/mmBtu),NOx (short tons),NOx Rate (lbs/mmBtu),total PM2.5,PM2.5,total VOC,VOC,Heat Input (mmBtu),CF (%),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,,O&M ,Fuel costs,Total Costs,,BPT_NOx_O3,BPT_NOx_PM2.5,BPT_PM2.5,BPT_SO2_PM2.5,SCC_CO2,BPT_VOC,,AC SO2 red,AC NOx red,AC CO2 red,AC PM2.5 red,AC VOC red,AC_Control_Cost,AC_Fuel_Costs,AC_TotalCosts,%SO2,%NOX,%CO2,%PM2.5,%VOC,AC_Benefits,AC_NetBenefits,AC_SO2_BPT,AC_NOx_BPT,CO2_BPT,AC_PM2.5_BPT,AC_VOC_BPT,,GT SO2 red,GT NOx red,GT CO2 red,GT PM2.5 red,GT VOC red,Capacity_replaced,GT CAPEX,GT O&M ,Fuel costs,GT_TotalCosts,GT_Benefits,GT_NetBenefits,%SO2,%NOX,%CO2,%PM2.5,%VOC,GT_SO2_BPT,GT_NOx_BPT,GT_CO2_BPT,GT_PM2.5_BPT,GT_VOC_BPT,,RT SO2 red,RT Nox red,RT CO2 red,RT PM2.5 red,RT VOC red,Capacity_replaced_solar,Capacity_replaced_wind,CAPEX,O&M ,RT_TotalCosts,RT_Benefits,RT_NetBenefits,Net benefits,%NOX,%CO2,%PM2.5,%VOC,RT_SO2_BPT,RT_NOx_BPT,RT_CO2_BPT,RT_PM2.5_BPT,RT_VOC_BPT
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Gerald Gentleman Station,6077,1,,2020,8393,8389.25,4277843.5,1362.6,681.3,10186.961,0.5057,4137619.28,0.105,3896.915,0.1894,121.7681433,61.1921424454767,122.8767876,61.7492694418195,39451010.7,0.716774253760103,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse,,32390107.345,83241632.577,115631739.922,,19365,10030,23500,49550,185,2400,,7373,-63.5197145,-67443.194264,-0.99743192186127,-1.00651309190166,25135757,1356838.6110051,26492595.6110051,92.29%,-1.63%,-1.63%,-1.63%,-1.63%,350962141.77,324469546.16,64867.9400432653,1386297.49058452,10956.8797749463,-25119088.0444081,-26173924.1906639,,10177.3371103143,3716.94826287675,2222118.77250999,-60.6944204243608,-26.434431748573,290677.56%,278390474.15,48539546.55,76175011.64,287473292.42,1023148959.40151,735675666.98,0.999055273728279,0.953818151762805,0.537052498583193,-0.991866242932099,-0.428093028266183,21350.44,-46522.97,20272.51,-4712711.24,-10869350.13,,10186.961,3896.915,4137619.28,61.1921424454767,61.7492694418195,1228.41%,108348.75%,214523590.91,47615648.35,146507499.334507,1386359514.36913,1239852015.03462,1,1,1,1,1,35168.1348554778,-8200.76468424561,149.591353283111,-2370720.78521026,-2370219.15256418
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Nebraska City Station,6096,1,,2020,8512,8507.47,4234770.04,1416,691,9459.248,0.436,4422352.98,0.1043,4032.835,0.1888,242.0501555,118.119108368997,94.95803854,46.3389863214266,42217054.9,0.699596580959367,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,32656819.9748,89077985.839,121734805.8138,,19365,10030,23500,49550,185,2400,,8744,-65.7352105,-72084.353574,-1.92534146641465,-0.755325477039254,26632349,1451971.1691757,28084320.1691757,92.44%,-1.63%,-1.63%,-1.63%,-1.63%,417950249.77,389865929.60,50391.2875378344,1376140.18374254,10960.0896999066,-13144951.9807172,-37034506.9143623,,9449.7210129306,3854.68034180222,2526139.5816549,-2.540182864954,-40.9567961954856,287750.74%,275587369.98,48050803.52,75408008.05,277311375.73,1048719836.83595,771408461.10,0.998992838852581,0.955823965473971,0.5712207037926,-0.0215052661675926,-0.883851794068004,20253.97,-41187.90,19077.36,-108077091.80,-6768111.47,,9459.248,4032.835,4422352.98,118.119108368997,46.3389863214266,1216.04%,107257.79%,212363560.20,47136208.01,137764962.401621,1408273237.13884,1270508274.73722,1,1,1,1,1,34985.9498343186,-4765.82294505503,153.848040166703,-1142822.40374903,-2970581.78786272
NH,0.02%,3.15%,43.80%,18.60%,26.00%,5- NEWE,1.16,1.06,1.03,Schiller,2367,4,,2020,35,32.09,666.57,100,50,3.241,0.5174,1000.371,0.0912,0.805,0.1464,1.096986285,0.343212727465466,1.081211189,0.338277192902981,10118.271,0.00152184931506849,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,2327746.4859,21349.55181,2349096.03771,,43150,3325,0,61200,185,2400,,2,-0.0131215,-16.3060473,-0.0055943674576871,-0.00551391824431859,6116380.64838213,347.997694503,6116728.64607663,61.71%,-1.63%,-1.63%,-1.63%,-1.63%,118760.33,-5997968.32,-2959189.72303832,-463309550.81939,-363770.563272966,-1093372698.94057,-1109177994.63482,,3.23950041355,0.776957733385,701.8993113378,0.324220465076216,0.324536482261631,17.37%,19897.42,5232.85,14194.49,-2309771.29,364996.796123249,2674768.08,0.999537307482259,0.965164886192547,0.701639003267588,0.944663292269192,0.959380322026939,774230.64,3020992.73,-515167.55,7124076.17,7119640.72,,3.241,0.805,1000.371,0.343212727465466,0.338277192902981,0.26%,29.08%,59111.84,13138.27,-2276845.93216669,421642.075262967,2698488.00742966,1,1,1,1,1,763713.400853653,2874855.03995862,2461.00153559698,6633920.45213645,6733110.73053304
NH,0.02%,3.15%,43.80%,18.60%,26.00%,5- NEWE,1.16,1.06,1.03,Schiller,2367,6,,2020,1547,1399.02,1463.94,100,50,18.617,0.5055,6242.997,0.0835,5.558,0.1444,1.096986285,0.753773557534534,1.081211189,0.742933996097019,71514.207,0.00334232876712329,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,2329237.5678,150894.97677,2480132.54457,,43150,3325,0,61200,185,2400,,17,-0.0905954,-101.7608511,-0.0122865089878129,-0.0121098241363814,8715349,2459.588121351,8717808.58812135,91.31%,-1.63%,-1.63%,-1.63%,-1.63%,1017334.76,-7700473.83,-445791.069889491,-93376711.6003831,-74319.8790239024,-709543174.28723,-719748317.429752,,18.6137065655706,5.49641277617,5587.4849849076,0.712062210486034,0.712756256420319,38.15%,43699.27,11492.53,31174.33,-2393766.41,2429999.96280874,4823766.37,0.999823095319901,0.98891917527348,0.895000427664405,0.944663292269192,0.959380322026939,189813.18,482510.06,-82610.52,3361737.74,3360965.87,,18.617,5.558,6242.997,0.753773557534534,0.742933996097019,0.57%,63.87%,129823.11,28854.63,-2321454.80703445,2554405.93659063,4875860.74362508,1,1,1,1,1,185895.429286912,464153.086907961,556.849418962471,3079777.45283018,3127112.0460635
NV,13.72%,0.73%,46.40%,29.10%,24%,21- NWPP,1.01,1.05,0.99,North Valmy,8224,1,,2020,3707,3698.34,442284.27,521.3,254.3,1458.399,0.6828,443757.067,0.105,679.102,0.319,63.8198988,31.1325537403415,19.65354,9.58736854402455,4231094.18,0.198541376003965,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,12659650.5849,8927608.7198,21587259.3047,,29390,1870,174000,0,185,2400,,1373,-11.0693626,-7233.2401921,-0.507460625967566,-0.1562741072676,12627892.115566,145520.02213274,12773412.1376987,94.14%,-1.63%,-1.63%,-1.63%,-1.63%,-1772850.92,-14546263.05,-9303.28633481333,763848.532913837,9583.76100008583,-14496391.2675059,-81589987.465803,,1457.40399047611,660.495321903235,245714.351402796,18.5307581202597,0.4700962766097,10881.27%,10851053.70,2946348.52,8200470.49,410613.41,69329718.9162014,68919105.51,0.999317738476309,0.972601055369054,0.553713663793429,0.595221268220203,0.0490328784641009,-281.74,31518.94,17306.48,270169.79,-824519.87,,1458.399,679.102,443757.067,31.1325537403415,9.58736854402455,16473.68%,1062.77458189158%,44003520.39,4631928.12,27048189.2067198,108763859.950325,81715670.7436052,1,1,1,1,1,-18546.494619593,-8569.34700047975,124.047304892341,-694807.275892398,-2818831.82002615
OH,0.14%,1.89%,81.30%,21.90%,32.80%,11- RFCW,1.04,1.02,1.00,Avon Lake Power Plant,2836,12,,2020,850,826.29,272568.24,680,680,852.861,0.5838,260085.369,0.1029,308.002,0.206,57.62602,57.62602,4.240335,4.240335,2534933.81,0.0457574939564867,Coal,,Cell burner boiler,,Low NOx Cell Burner|Overfire Air|Selective Non-catalytic Reduction,Electrostatic Precipitator,,24853702.6088,5348710.3391,30202412.9479,,70350,18600,134900,86750,185,2400,,703,-5.0204326,-4239.3915147,-0.939304126,-0.0691174605,21631852.2321489,87183.97852733,21719036.2106762,82.43%,-1.63%,-1.63%,-1.63%,-1.63%,59627517.08,37908480.87,74348.0164144009,1130926.78294771,6226.54382422421,-14846401.4227871,-314086473.224464,,852.247801627129,296.53519042732,138036.81765733,49.859862607594,-1.3784016906132,3827.20%,3929932.30,1517321.88,5203846.67,-19551312.09,132568900.547977,152120212.64,0.999281010184695,0.962770340541035,0.530736573872135,0.865231758285476,-0.325069054830149,109753.29,158322.15,11873.53,548037.25,14191428.40,,852.861,308.002,260085.369,57.62602,4.240335,979.85%,8832.08%,19591897.69,4069560.01,-6540955.24201771,157282189.817,163823145.059018,1,1,1,1,1,94419.4270719586,110186.729768046,210.149262594689,248406.975529764,1544956.24662148
OK,0.08%,35.74%,35.70%,20.00%,37.70%,18- SPSO,0.99,1.02,0.97,Hugo,6772,1,,2020,1087,1072.02,229045.72,475,475,569.662,0.4269,273573.031,0.101,242.737,0.179,15.38341129,15.38341129,9.97424945,9.97424945,2675860.91,0.0550458351357847,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,22530065.4964,5646066.5201,28176132.0165,,38420,4180,129600,0,185,2400,,3112,-3.9566131,-4459.2404053,-0.250749604027,-0.162580266035,21856803,92030.88427763,21948833.8842776,87.03%,-1.63%,-1.63%,-1.63%,-1.63%,-1026398.53,-22975232.42,-7052.96718646452,-2933882.43704637,6427.5917523209,-79581955.3076737,-134855823.651301,,569.146714496388,233.10116108246,171012.665503129,8.857320386757,5.2526883804054,7324.03%,7159063.01,1692411.92,4162682.41,-15161974.67,42727967.7544283,57889942.43,0.999095453964611,0.960303378069516,0.625107909496858,0.575770888509931,0.52662492618985,26639.84,109405.59,10371.03,1936891.07,2891074.39,,569.662,242.737,273573.031,15.38341129,9.97424945,29.20%,6919.99%,13451292.33,2999980.94,-11724858.7538439,62969235.236864,74694093.9907079,1,1,1,1,1,20582.1324817943,90902.7258054763,227.858240488785,891775.471539635,1177912.88571832
OK,0.08%,35.74%,35.70%,20.00%,37.70%,18- SPSO,0.99,1.02,0.97,Muskogee,2952,6,,2020,4101,4078.59,1509857.58,572,572,3575.878,0.3981,1720356.64,0.1012,2595.004,0.2925,419.9540241,419.9540241,68.997905,68.997905,16450359.4,0.301325474183351,Coal,Pipeline Natural Gas,Tangentially-fired,,Overfire Air,Electrostatic Precipitator,,23301033.6746,34710258.334,58011292.0086,,38420,4180,129600,0,185,2400,,542,-42.2985652,-28041.813232,-6.84525059283,-1.1246658515,18695993,565777.2108442,19261770.2108442,95.14%,-1.63%,-1.63%,-1.63%,-1.63%,-7879498.00,-27141268.21,-35538.3214222218,2158120.4884263,10662.7986469843,5137031.99549018,-16979421.2328711,,3572.48126452076,2531.48504653819,1044283.99715375,376.93436925541,37.8736178037131,48279.60%,47192174.38,11156292.12,27440187.90,27777362.38,349975393.394201,322198031.01,0.999050097492353,0.975522599016491,0.607015994749641,0.897561036742569,0.548909677818669,-7775.37,32696.15,17539.33,70698.46,-729050.17,,3575.878,2595.004,1720356.64,419.9540241,68.997905,192.47%,45616.24%,88670225.67,19775719.69,50434653.3523205,483404785.29536,432970131.94304,1,1,1,1,1,-14104.1314475272,23164.7107471432,155.683605840984,9504.34557590777,-728559.198722345
TX,1.80%,19.53%,54.60%,25.30%,35.20%,18- SPSO,0.99,1.02,0.97,Harrington Station,6193,061B,,2020,6114,6029.33,1149324.97,1080,360,2476.933,0.4412,1099385.22,0.0991,856.666,0.1501,73.263067,22.8291939550779,63.1147,19.6669043041367,10560772.1,0.364448557204465,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA|Overfire Air,Electrostatic Precipitator,,18900037.6939,22283229.131,41183266.8249,,42350,2105,189000,0,185,2400,,7877,-13.9636558,-17919.979086,-0.37211586146777,-0.320570540157428,26023887.1573742,363216.6348353,26387103.7922095,92.42%,-1.63%,-1.63%,-1.63%,-1.63%,-4007049.72,-30394153.51,-3349.8925723257,837601.800367387,9877.19690175706,-59315897.0639888,-82165701.2180358,,2474.34735685426,808.314473174585,584749.150843674,-9.91797648577135,-4.02534384031665,24029.58%,23488345.14,7009975.56,20887859.59,10202913.46,142228054.430028,132025140.97,0.998956110986555,0.943558485074212,0.531887404165461,-0.434442692338916,-0.204676027201188,-4123.48,34491.74,18552.64,-593689.23,-2522942.96,,2476.933,856.666,1099385.22,22.8291939550779,19.6669043041367,4376.23%,34127.73%,76882607.32,15842022.45,51541362.9457225,245831270.95784,194289908.012118,1,1,1,1,1,-20808.54142834,-15710.0619327982,138.118013587883,-2068695.25841092,-2618315.60163545
TX,1.80%,19.53%,54.60%,25.30%,35.20%,18- SPSO,0.99,1.02,0.97,Harrington Station,6193,062B,,2020,5738,5689.37,1175469.44,1080,360,2561.521,0.4479,1147187.97,0.1008,758.636,0.1313,73.263067,23.3485050220625,63.1147,20.1142806363262,11003822,0.372738914256722,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Overfire Air,Baghouse,,18948927.8528,23218064.42,42166992.2728,,42350,2105,189000,0,185,2400,,5901,-12.3657668,-18699.163911,-0.380580631859619,-0.327862774372117,26825828,378454.450046,27204282.450046,90.59%,-1.63%,-1.63%,-1.63%,-1.63%,-4081782.10,-31286064.55,-4610.11395526962,527333.325577028,9894.85374215639,-59885903.5193442,-82827360.4056597,,2558.87653948631,709.18458839392,620845.127196378,-10.1435873838735,-4.116911050653,24576.19%,24022650.36,7169436.20,21363009.81,10388104.10,144456130.806308,134068026.70,0.99896762099015,0.934815363881914,0.541188666053025,-0.434442692338915,-0.204676027201186,-4059.63,32906.89,18266.82,-589065.43,-2511550.46,,2561.521,758.636,1147187.97,23.3485050220625,20.1142806363262,4475.78%,34904.06%,78631507.82,16202391.62,52666907.1687835,250416079.552697,197749172.383914,1,1,1,1,1,-20560.7946094463,-24968.1583642004,139.090429340204,-2066686.48266848,-2615983.82992766
TX,1.80%,19.53%,54.60%,25.30%,35.20%,18- SPSO,0.99,1.02,0.97,Harrington Station,6193,063B,,2020,6909,6859.71,1363600.04,1080,360,3145.541,0.4327,1438662.68,0.1018,939.713,0.1327,73.263067,27.0853680228596,63.1147,23.3335150595371,13777810.5,0.432394736174531,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Overfire Air,Baghouse,,19300732.0748,29071180.155,48371912.2298,,42350,2105,189000,0,185,2400,,7089,-15.3173219,-23450.201684,-0.441491498772611,-0.380336295470455,23091855.5401497,473860.2365265,23565715.7766762,93.75%,-1.63%,-1.63%,-1.63%,-1.63%,-5103573.56,-28669289.33,-3324.26516810216,1188799.56673913,10344.7673197984,-41782415.4522545,-61812968.2087088,,3142.47330096884,882.34702811722,828080.135633102,-11.7670402068414,-4.7758111630251,28509.54%,27867408.44,8316884.43,24782099.85,12594480.50,190184129.681191,177589649.18,0.999024746766563,0.938953731742798,0.575590197163592,-0.434442692338912,-0.204676027201186,-4007.82,33071.41,17957.24,-635278.35,-2625413.70,,3145.541,939.713,1438662.68,27.0853680228596,23.3335150595371,5192.11%,40490.36%,91216260.98,18795539.13,61639887.882927,313102672.207463,251462784.324536,1,1,1,1,1,-19595.9575420975,-21139.3760306892,142.154732141292,-2086763.35056271,-2639288.90652131
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,Welsh Power Plant,6139,1,,2020,5340,5334.55,1699459.78,1116,558,3797.402,0.4085,1917592.96,0.105,1610.563,0.175,24.5348173,11.6236511301429,15.83,7.49964408294828,18283685.4,0.347674297474673,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,,23154389.7886,38578576.194,61732965.9826,,42350,2105,189000,0,185,2400,,3548,-26.2521769,-31256.765248,-0.189465513421329,-0.122244198552057,21692120.4104487,628830.7919622,22320951.2024109,93.43%,-1.63%,-1.63%,-1.63%,-1.63%,-6985644.46,-29306595.67,-6291.13619008199,1877049.1738759,10635.5774105211,-106215008.607199,-182445893.717519,,3793.57871533611,1539.06757678529,1156621.67363834,-36.7982491380016,-27.5331132922596,35531.55%,31924688.34,9527758.71,28390182.60,8109663.67,275373310.190099,267263646.52,0.998993184112746,0.955608428099547,0.603163287394599,-3.16580812052892,-3.67125599398255,-2137.73,41250.89,17625.99,-160681.38,-293888.47,,3797.402,1610.563,1917592.96,11.6236511301429,7.49964408294828,6470.95%,50463.28%,105325742.47,21762190.59,65354967.07336,428567144.974396,363212177.901036,1,1,1,1,1,-17210.4420531089,3876.0427823314,150.918227467126,-5433585.05022393,-8712009.15735664
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,Welsh Power Plant,6139,3,,2020,6830,6818.67,1887703.56,1116,558,4371.534,0.419,2130958.47,0.105,2061.071,0.2061,24.5348173,12.9111661698571,15.83,8.33035591705172,20318105.1,0.386185078803948,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse|Electrostatic Precipitator,,23506405.6572,42871201.761,66377607.4182,,42350,2105,189000,0,185,2400,,4043,-33.5954573,-34734.623061,-0.210452008568671,-0.135784801447943,21956454.9348008,698800.5887043,22655255.5235051,92.48%,-1.63%,-1.63%,-1.63%,-1.63%,-7959492.63,-30614748.16,-5603.5754448442,2052945.88389172,10697.4548355959,-96055367.9429764,-166699530.639164,,4367.28722219693,1981.65625508258,1285696.80318804,-40.8742747060319,-30.5828690924841,39467.27%,35460885.01,10583118.38,31534873.25,11201269.22,318149800.604222,306948531.38,0.999028538311021,0.96146918523553,0.603342027209024,-3.16580812052892,-3.67125599398255,-2564.81,40584.05,17721.62,-214341.63,-365605.87,,4371.534,2061.071,2130958.47,12.9111661698571,8.33035591705172,7187.71%,56052.94%,116992341.54,24172719.55,74787453.671258,488312431.515304,413524977.844046,1,1,1,1,1,-17107.8284353405,8169.27589284503,149.904311968474,-5603463.10421282,-8975302.08331348
TX,1.80%,19.53%,54.60%,25.30%,35.20%,18- SPSO,0.99,1.02,0.97,Tolk Station,6194,172B,,2020,4396,4352.32,1011024.33,1136,568,2384.514,0.384,1177965.32,0.0998,1000.607,0.1693,36.822552,23.9113858301429,35.0546,17.5273,11316208.2,0.203193197713679,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA|Overfire Air,Baghouse,,22225015.4971,23877199.302,46102214.7991,,42350,2105,189000,0,185,2400,,7554,-16.3098941,-19200.834716,-0.389755589031329,-0.28569499,24909503,389198.3486226,25298701.3486226,93.09%,-1.63%,-1.63%,-1.63%,-1.63%,-4351560.24,-29650261.59,-3349.04704112028,1176174.57959935,10032.1098379574,-53314051.1939017,-88404195.7775409,,2382.2394926176,958.073711949065,725256.468636048,-4.89525016799035,-3.31401114495815,21138.05%,20661944.21,6166450.76,18374380.44,-899439.39,175830457.653866,176729897.04,0.99904613376881,0.957492513993071,0.615685756042502,-0.204724653048731,-0.189077105142158,377.56,47367.36,16295.45,1106928.37,284098.29,,2384.514,1000.607,1177965.32,23.9113858301429,17.5273,3849.63%,30021.07%,67631164.88,13935719.27,35464669.3592959,266966885.826897,231502216.467601,1,1,1,1,1,-14872.9130377494,9011.84463601004,154.893282291795,-1294170.80453734,-2020996.03699919
TX,1.80%,19.53%,54.60%,25.30%,35.20%,18- SPSO,0.99,1.02,0.97,Tolk Station,6194,171B,,2020,4156,4127.05,1017784.08,1136,568,2277.889,0.4066,1044254.1,0.1006,810.263,0.1592,36.822552,9.28579480842722,35.0546,17.5273,10020470.1,0.204551755739919,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA|Overfire Air,Baghouse,,22237656.2296,21143191.911,43380848.1406,,42350,2105,189000,0,185,2400,,2214,-13.2072869,-17021.34183,-0.151358455377364,-0.28569499,15491090.483955,344634.0281493,15835724.5121043,89.38%,-1.63%,-1.63%,-1.63%,-1.63%,-3765370.59,-19601095.11,-7152.54043003808,1528286.41534967,10419.3480020074,-93028891.3044587,-55281539.911163,,2275.59928516826,767.44533264644,588518.418749563,-19.7134435355748,-3.4533570032444,21279.38%,20800090.81,6207679.91,18497232.30,2124154.88,139258560.846435,137134405.97,0.998994808424932,0.947155840321525,0.563577790836122,-2.12296781721734,-0.19702732327537,-933.45,44167.43,18484.25,-18725.28,-602917.50,,2277.889,810.263,1044254.1,9.28579480842722,17.5273,3875.37%,30221.80%,68083349.62,14028894.06,38731395.5396479,231004330.903793,192272935.364145,1,1,1,1,1,-17003.1970564184,-3346.01712610338,147.909989494274,-3982037.19592185,-2207375.35271536
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,W A Parish,3470,WAP7,,2020,7576,7571.48,3018209.39,2697.4,614.6,7561.423,0.547,2846928.23,0.1039,576.965,0.0436,1022.817651,472.296752582236,108.905,50.2880232753907,27297933.7,0.560599497092812,Coal,Pipeline Natural Gas,Tangentially-fired,,Selective Catalytic Reduction,Baghouse,,27646731.5593,57598640.107,85245371.6663,,42350,2105,189000,0,185,2400,,2341,-9.4045295,-46404.930149,-7.69843706709045,-0.819694779388868,15653561.2763548,938857.8337441,16592419.1100989,91.39%,-1.63%,-1.63%,-1.63%,-1.63%,-10459962.31,-27052381.42,-7087.74844515117,962999.793333744,10992.1360036977,9439794.92130982,-20094952.7414566,,7554.63291658114,449.990440067395,1495457.1866446,386.300346082426,-11.9295110915857,63103.38%,56697660.79,16921124.66,50420443.44,38793857.22,369646039.125406,330852181.91,0.999102009844065,0.779926754772638,0.525287982635446,0.817918700415294,-0.237223702873674,-5135.11,-29211.46,20899.98,130650.23,-3241806.45,,7561.423,576.965,2846928.23,472.296752582236,50.2880232753907,11492.29%,89621.87%,187056586.25,38649251.23,140460465.811767,641715479.118904,501255013.307137,1,1,1,1,1,-18575.930193532,-198992.116916567,135.662449326386,-108398.754159992,-2790719.64685046
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,Coleto Creek,6178,1,,2020,6750,6743.49,2704811.72,632,632,8114.863,0.5547,3005980.89,0.105,2031.158,0.1443,140.9607,140.9607,31.7829,31.7829,28661161.9,0.488557691751922,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,,27683597.9164,60475051.609,88158649.5254,,42350,2105,189000,0,185,2400,,2831,-33.1078754,-48997.488507,-2.29765941,-0.51806127,16354061,985743.3412267,17339804.3412267,90.00%,-1.63%,-1.63%,-1.63%,-1.63%,-10971846.95,-28311651.29,-6124.975041055,2203564.06647505,10995.8015548451,4048366.75021965,-33323327.5307894,,8108.77796916286,1917.36792334546,1794840.69229877,63.893784447607,-23.9742375607246,56551.00%,50810423.53,15164109.04,45185004.98,23000888.03,429300506.198047,406299618.17,0.999250137576304,0.943977732576914,0.597089854519591,0.453273745431223,-0.754312462384635,-2836.54,35097.20,18402.84,56980.26,-956218.48,,8114.863,2031.158,3005980.89,140.9607,31.7829,10298.98%,80315.92%,167633447.99,34636081.92,114110880.383885,673119444.8,559008564.416115,1,1,1,1,1,-14061.9601814455,-11725.2087202891,147.038720617454,-620522.65690994,-3587923.11034817
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,W A Parish,3470,WAP6,,2020,5404,5389.22,2060042.39,2697.4,734.1,6513.702,0.537,2419944.38,0.1044,953.764,0.0797,1022.817651,205.287723844096,108.905,21.8581088656255,23129058.9,0.320344171628789,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,,Selective Catalytic Reduction,Baghouse,,30133059.2693,48802314.279,78935373.5483,,42350,2105,189000,0,185,2400,,1936,-15.5463532,-39445.093394,-3.34618989865876,-0.356287174509696,20302557.4969359,795477.7227477,21098035.2196836,84.99%,-1.63%,-1.63%,-1.63%,-1.63%,-8621740.39,-29719775.61,-10897.7454647126,1370195.51313915,10814.8222852276,5290000.00685726,-59069136.5395567,,6509.06751051732,867.099046673895,1497514.13132542,146.591914545961,-20.6077182641659,43070.45%,38698304.04,11549309.40,34413865.10,5726105.00,343243415.740443,337517310.74,0.999288501456978,0.909133754968624,0.618821714954217,0.714080276214125,-0.942795115115105,-879.71,42294.45,17472.65,225614.59,-275316.53,,6513.702,953.764,2419944.38,205.287723844096,21.8581088656255,7843.92%,61170.32%,127673215.21,26379579.94,75117421.6009676,528941128.187812,453823706.586844,1,1,1,1,1,-11532.2164877926,-34303.9189788749,153.959029710853,-176912.876787581,-3434192.89386644
TX,1.80%,19.53%,54.60%,25.30%,35.20%,1- ERCT,0.91,0.95,0.87,W A Parish,3470,WAP5,,2020,7758,7749.69,3160407.51,2697.4,734.1,8523.248,0.5606,3097807.75,0.1046,817.208,0.0568,1022.817651,550.977103774704,108.905,58.6655514088152,29580857.5,0.49145499661313,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,,Selective Catalytic Reduction,Baghouse,,32190742.0437,62415609.325,94606351.3687,,42350,2105,189000,0,185,2400,,2064,-13.3204904,-50494.266325,-8.98092679152767,-0.956248487963688,21363933.2973832,1017374.4319975,22381307.7293807,86.56%,-1.63%,-1.63%,-1.63%,-1.63%,-11633291.83,-34014599.56,-10843.6568456302,1047084.11565833,10906.4487139198,9102998.69732397,-23258086.8738002,,8516.13801263412,684.251236258055,1682664.30464483,460.929113785841,-6.48326282473785,66076.39%,59368880.62,17718336.45,52795922.18,35276787.89,428811327.74189,393534539.85,0.99916581245015,0.837303643941389,0.543179060948773,0.836566729593751,-0.110512262631928,-4142.35,1537.73,20057.95,149389.32,-5419491.93,,8523.248,817.208,3097807.75,550.977103774704,58.6655514088152,12033.73%,93844.26%,195869458.87,40470149.04,141733256.539193,713698885.3268,571965628.787607,1,1,1,1,1,-16629.0194230173,-128980.963107548,139.247239345568,-68239.8300549856,-2413553.70938414
