State,solar%,wind%,CF_NG,CF_solar,CF_wind,EMM Region,Cost_aj_NG,Cost_aj_wind,Cost_aj_solar,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross_Load_MWh,Total capacity,capacity,SO2(short tons),SO2 Rate (lbs/mmBtu),CO2 (short tons),CO2 Rate (short tons/mmBtu),NOx (short tons),NOx Rate (lbs/mmBtu),total PM2.5,PM2.5,total VOC,VOC,Heat Input (mmBtu),CF (%),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,,O&M ,Fuel costs,Total Costs,,BPT_NOx_O3,BPT_NOx_PM2.5,BPT_PM2.5,BPT_SO2_PM2.5,SCC_CO2,BPT_VOC,,AC SO2 red,AC NOx red,AC CO2 red,AC PM2.5 red,AC VOC red,AC_Control_Cost,AC_Fuel_Costs,AC_TotalCosts,%SO2,%NOX,%CO2,%PM2.5,%VOC,AC_Benefits,AC_NetBenefits,AC_SO2_BPT,AC_NOx_BPT,CO2_BPT,AC_PM2.5_BPT,AC_VOC_BPT,,GT SO2 red,GT NOx red,GT CO2 red,GT PM2.5 red,GT VOC red,Capacity_replaced,GT CAPEX,GT O&M ,Fuel costs,GT_TotalCosts,GT_Benefits,GT_NetBenefits,%SO2,%NOX,%CO2,%PM2.5,%VOC,GT_SO2_BPT,GT_NOx_BPT,GT_CO2_BPT,GT_PM2.5_BPT,GT_VOC_BPT,,RT SO2 red,RT Nox red,RT CO2 red,RT PM2.5 red,RT VOC red,Capacity_replaced_solar,Capacity_replaced_wind,CAPEX,O&M ,RT_TotalCosts,RT_Benefits,RT_NetBenefits,Net benefits,%NOX,%CO2,%PM2.5,%VOC,RT_SO2_BPT,RT_NOx_BPT,RT_CO2_BPT,RT_PM2.5_BPT,RT_VOC_BPT
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,9,CSSH60,2020,6342,6336.53,528784.97,1575,175,1418.958,0.479,613350.53,0.105,686.492,0.2359,205.025582,26.2227177011523,75.25318391,12.4421744202943,5848135.2,0.344934748858447,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,9131577.8939,12339565.272,21471143.1659,,62500,12570,58050,101050,185,2400,,1057,-11.1898196,-9997.613639,-0.427430298528782,-0.202807443050797,10790766,201134.9139336,10991900.9139336,94.66%,-1.63%,-1.63%,-1.63%,-1.63%,104094972.65,93103071.74,125254.309352948,3623208.86085298,10250.2407910931,-22154892.1168583,-54051466.4078637,,1417.76838934249,664.246280704585,376575.183172074,11.156298723803,1.54177196554095,8246.39%,7572128.85,2722207.27,9027717.36,-2149089.68,263448196.31602,265597286.00,0.999161630818171,0.967595078609197,0.61396406255991,0.425444031047658,0.123914993751107,102650.61,80819.49,16700.89,329080.33,1413277.03,,1418.958,686.492,613350.53,26.2227177011523,12.4421744202943,36145.86%,0.00%,82625960.48,8203302.23,69358119.5395446,309942598.371161,240584478.831616,1,1,1,1,1,52170.3858468365,-25962.6697755321,71.9192800085383,-2586913.05569795,-5572037.16802549
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,3,CSSH15,2020,6311,6308.82,533657.97,1575,175,973.694,0.3352,607461.539,0.105,526.275,0.1841,205.025582,29.8988374166441,75.25318391,12.5568348576931,5791984.01,0.348113483365949,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,9140690.4039,12221086.2611,21361776.665,,62500,12570,58050,101050,185,2400,,1331,-8.5782825,-9901.6230857,-0.487351049891299,-0.204676408180398,10925513,199203.70605593,11124716.7060559,93.80%,-1.63%,-1.63%,-1.63%,-1.63%,131992996.11,120868279.40,65565.0353072458,3308674.84766841,10226.1686930073,-19265556.5143727,-54205467.0639856,,972.493426525726,503.824276031085,368504.196974494,14.6935743649698,1.55598011292475,8322.39%,7641909.55,2747293.68,9110911.98,-1861661.45,205122521.936517,206984183.39,0.998766990990728,0.957340318333732,0.606629676639485,0.491443000281682,0.123914993751109,103089.07,82110.23,16862.40,244820.55,1215823.93,,973.694,526.275,607461.539,29.8988374166441,12.5568348576931,36478.96%,0.00%,83387397.22,8278899.48,70304520.037768,252045391.580695,181740871.542927,1,1,1,1,1,28846.0837411261,-58518.9412147033,69.2650677876612,-2293363.1689492,-5596504.56747506
LA,0.04%,0.00%,63.90%,24.10%,14.70%,18- SPSO,0.99,1.02,0.97,Brame Energy Center,6190,2,,2020,5688,5677.75,1240093.02,558,558,1648.515,0.2498,1418689.93,0.1046,1257.069,0.1835,149.06,149.06,81.91,81.91,13526800.6,0.253697365836893,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air|Selective Non-catalytic Reduction,Baghouse|Electrostatic Precipitator,,22295373.9474,28541549.266,50836923.2134,,38420,878.5,96400,70750,185,2400,,3340,-20.4902247,-23124.645859,-2.429678,-1.335133,22961852,465227.2530358,23427079.2530358,89.68%,-1.63%,-1.63%,-1.63%,-1.63%,230984280.14,207557200.89,27905.7955080731,1267621.37671746,10336.6148504253,-3727940.59666993,-17399386.6176896,,1645.72515543824,1204.89890669511,863410.427805771,113.726618625324,56.3466542806039,22153.85%,21654872.21,7123894.32,22537480.31,479323.62,334615181.581836,334135857.96,0.998307662009894,0.958498623937994,0.608596994697616,0.762958665137019,0.687909342944743,70578.68,40602.25,16983.78,122135.53,-5017.86,,1648.515,1257.069,1418689.93,149.06,81.91,58739.89%,0.00%,146343297.89,14529311.30,110035685.974267,443056967.3965,333021281.422233,1,1,1,1,1,4001.63193888621,-48235.0291652781,107.43852328305,-641797.276091956,-1340973.04327026
LA,0.04%,0.00%,63.90%,24.10%,14.70%,12- SRDA,0.93,0.96,0.89,Big Cajun 2,6055,2B3,,2020,1104,1091.46,240449.27,1222,611,815.777,0.5018,291313.12,0.0981,164.606,0.1047,59.825089,29.9125445,36.860146,18.430073,2803829.53,0.0449239718554058,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air|Selective Non-catalytic Reduction,Electrostatic Precipitator,,22323440.1349,5916080.3083,28239520.4432,,38420,878.5,96400,70750,185,2400,,668,-2.6830778,-4748.403856,-0.48757447535,-0.3004101899,21993468,96432.10902529,22089900.1090253,81.89%,-1.63%,-1.63%,-1.63%,-1.63%,46229381.19,24139481.08,53332.8183248124,-5822094.02128604,6697.62472936858,-39391583.8302205,-73385220.1923105,,815.236059862874,154.490419435735,183646.558866896,23.0615376632932,13.4734385235102,4295.55%,3944323.97,1297580.83,4105086.51,-18892529.12,99979274.8570672,118871803.98,0.999336901950992,0.938546708113526,0.630409501868285,0.770965427675108,0.731057252106934,93971.25,164160.98,10727.12,944260.47,1405488.38,,815.777,164.606,291313.12,29.9125445,18.430073,11389.44%,0.00%,26035163.54,2584833.07,380476.16339235,121005720.306,120625244.142608,1,1,1,1,1,70283.6027328641,36987.0644302617,183.693927127648,83680.3811995215,-18244.3112510922
LA,0.04%,0.00%,63.90%,24.10%,14.70%,12- SRDA,0.93,0.96,0.89,R S Nelson,1393,6,,2020,2782,2776.69,1017049.8,614.6,614.6,3724.392,0.6235,1182981.04,0.105,962.173,0.1974,123.861842,123.861842,17.188065,17.188065,11279371.8,0.188905914973098,Coal,Residual Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,23904563.126,23799474.498,47704037.624,,38420,878.5,96400,70750,185,2400,,1605,-15.6834199,-19282.590952,-2.0189480246,-0.2801654595,20728010,387931.4343174,21115941.4343174,97.36%,-1.63%,-1.63%,-1.63%,-1.63%,109174836.81,88058895.38,151018.56234622,1064564.63658048,10254.6152359869,-4544772.7002954,-75222299.4081017,,3722.10393708229,919.3862234389,727574.149111492,94.883525147255,-3.777455514939,18169.26%,16683660.16,5488493.80,17363651.87,-8168231.79,443208276.566971,451376508.36,0.999385654647065,0.95553109829407,0.615034497181368,0.766043226995244,-0.21977200545489,72988.01,50011.83,16684.46,211928.40,2173283.87,,3724.392,962.173,1182981.04,123.861842,17.188065,48174.93%,0.00%,110123261.63,10933299.80,73352523.8067563,532145714.9653,458793191.158544,1,1,1,1,1,51054.8326259007,-36937.8148901043,122.993491589048,-495812.441074115,-4265242.91424057
MD,1.46%,1.49%,52.70%,19.00%,29.90%,9-RFCE,1.21,1.05,1.05,Herbert A Wagner,1554,3,,2020,673,665.82,91997.04,355,355,602.207,1.1612,97148.82,0.103,30.839,0.0765,,6.6844977,,0.7370521,946862.097,0.0295829442407872,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Electrostatic Precipitator,,16690184.4648,1997879.02467,18688063.48947,,77950,15020,328500,290000,185,2400,,522,-0.5026757,-1583.525766,-0.10895731251,-0.01201394923,15013321,32565.428102121,15045886.4281021,86.68%,-1.63%,-1.63%,-1.63%,-1.63%,151004492.66,135958606.23,305735.907225858,-24227915.9269129,1848.18291860866,-117936360.925502,-1252220832.22189,,602.000033717953,26.96873052572,55955.0790864816,4.063269737874,-1.1593799423972,1992.78%,2380760.10,695676.35,2043502.28,-13568124.76,188770983.883212,202339108.64,0.999656320364846,0.874500811495833,0.575972812500261,0.607864632502454,-1.57299591493898,312638.11,609417.88,3451.28,3879629.77,11704440.61,,602.207,30.839,97148.82,6.6844977,0.7370521,2735.56%,1774.04%,10908070.91,1522248.97,-6257743.61585982,197677289.94949,203935033.56535,1,1,1,1,1,300391.349844588,295886.554228731,249.41399510421,1264657.64365658,8492632.39450755
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,Eckert Station,1831,4,,2020,194,185.99,7425.8,83,83,25.445,0.5138,9364.775,0.105,9.77,0.213,13.9104624,13.9104624,6.5007,6.5007,89293.031,0.0102131814930957,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,3875876.246,188408.29541,4064284.54141,,44600,13355,153850,91250,185,2400,,1189,-0.159251,-152.6458325,-0.22674053712,-0.10596141,10150578,3071.055215183,10153649.0552152,93.15%,-1.63%,-1.63%,-1.63%,-1.63%,108423642.79,98269993.74,-6586.87367974365,-60203255.8992735,-55168.0025736386,-35342266.1724318,-95676788.1365037,,25.4282941340588,9.4576003069,6039.706266532,13.698882607855,6.347624150381,144.41%,142584.45,44472.66,136319.87,-3740907.56,6108600.11200708,9849507.67,0.999343451918208,0.968024596407369,0.64493874829155,0.984789880734303,0.976452405184211,238425.90,455414.46,-84920.52,429307.44,591797.68,,25.445,9.77,9364.775,13.9104624,6.5007,9.27%,257.16%,510511.01,111326.98,-3442446.54315481,6776286.29524,10218732.8383948,1,1,1,1,1,226539.704977591,410303.673813184,552.595221791747,401321.755011883,531950.132009601
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,Erickson,1832,1,,2020,5723,5705.72,616261.46,154.7,154.7,1804.246,0.4962,782601.455,0.105,577.64,0.1533,6.226626275,6.226626275,20.740345,20.740345,7461886.34,0.45474778109347,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,8350599.9302,15744580.1774,24095180.1076,,44600,13355,153850,91250,185,2400,,1140,-9.415532,-12756.4037165,-0.1014940082825,-0.3380676235,10177348,256636.65689162,10433984.6568916,89.93%,-1.63%,-1.63%,-1.63%,-1.63%,101102961.94,90668977.28,135266.195476411,2447354.17426316,10531.7523264284,-93365296.7779847,-30716362.9613044,,1802.85959296837,551.71418850853,506656.545052608,-11.3322187805865,8.0366973691797,11984.58%,11832974.62,3690752.41,11313081.38,2741628.30,288492820.702401,285751192.40,0.999231586473447,0.955117700485649,0.647400463947014,-1.81996128884201,0.387491016623865,89799.46,55709.09,16262.34,-157397.41,-334944.98,,1804.246,577.64,782601.455,6.226626275,20.740345,769.33%,21341.15%,42366918.37,9238941.30,27510679.5557657,343903586.155409,316392906.599643,1,1,1,1,1,76002.2568675415,10329.0053393711,149.847139779767,-4264382.01534055,-1324033.07311261
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,St. Clair,1743,2,,2020,4269,4262.93,341631.29,1209.9,156.3,1276.379,0.6808,385512.428,0.105,658.537,0.3613,27.62568402,1.46167456296045,120.61773,6.38188244154944,3675753.82,0.249513792116203,Coal,"Residual Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,,Low NOx Cell Burner,Electrostatic Precipitator,,7911489.5123,7755840.5602,15667330.0725,,44600,13355,153850,91250,185,2400,,1471,-10.7341531,-6283.8525764,-0.0238252953762553,-0.104024683797256,15450682,126420.20113126,15577102.2011313,88.69%,-1.63%,-1.63%,-1.63%,-1.63%,132440224.25,116863122.05,68587.6829020182,2104349.49300925,8870.7836953749,-644366557.777081,-149597048.654351,,1275.61043007729,644.164742445345,232539.344863727,-8.2722635081468,-0.66052376023151,6643.78%,6559739.08,2046009.02,6271530.57,-790051.40,195477525.195009,196267576.59,0.999397851325735,0.978175474491707,0.603195456162381,-5.65944274995954,-0.103499831951017,91924.33,60474.53,14709.71,122690.73,1219286.82,,1276.379,658.537,385512.428,1.46167456296045,6.38188244154944,426.49%,11830.70%,23486565.22,5121708.30,12940943.4488631,226195089.914371,213254146.465508,1,1,1,1,1,81111.2062335223,38303.9500986837,151.431838485728,-8699655.27182517,-2025362.74357714
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,St. Clair,1743,3,,2020,4953,4939.89,371634.4,1209.9,156.3,1267.595,0.5909,425969.692,0.105,798.146,0.3792,27.62568402,1.59004331600032,120.61773,6.94235897430754,4061481.82,0.271426860299681,Coal,"Residual Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,,Low NOx Cell Burner,Electrostatic Precipitator,,7967595.328,8569726.6402,16537321.9682,,44600,13355,153850,91250,185,2400,,2694,-13.0097798,-6943.3059796,-0.0259177060508052,-0.113160451281213,20773804,139686.54423526,20913490.5442353,91.20%,-1.63%,-1.63%,-1.63%,-1.63%,243784747.58,222871257.04,35172.4399427486,1948000.75599778,8337.65682311177,-797480391.958783,-184665478.496252,,1266.75893190424,782.5115266092,259562.042491376,-8.99875911685968,-0.71853298718446,7227.26%,7135835.53,2225695.82,6822315.66,-353474.95,207575002.352505,207928477.30,0.999340429635838,0.980411511940422,0.609343921330854,-5.65944274995957,-0.103499831951016,91589.26,59564.65,13684.37,66465.07,515128.21,,1267.595,798.146,425969.692,1.59004331600032,6.94235897430754,463.94%,12869.71%,25549227.57,5571512.46,14583418.0704178,240990278.025705,226406859.955287,1,1,1,1,1,79745.2070097959,39683.3829394399,150.764188522554,-9017861.1877818,-2098243.04141985
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,St. Clair,1743,6,,2020,2513,2497.38,421247.52,1209.9,352.8,1658.679,0.7299,444796.755,0.1049,478.327,0.2292,27.62568402,1.80231378892189,120.61773,7.8691625449011,4240990.74,0.136302767682415,Coal,"Diesel Oil, Pipeline Natural Gas",Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,17203516.8624,8948490.4614,26152007.3238,,44600,13355,153850,91250,185,2400,,22,-7.7967301,-7250.1871065,-0.0293777147594268,-0.128267349481888,7180332,145860.39452082,7326192.39452082,86.46%,-1.63%,-1.63%,-1.63%,-1.63%,209528.29,-7116664.11,6546739.37979451,2615872.11932335,10339.2100340796,-239940597.007577,-56969341.2542596,,1657.73131697633,460.60532745736,256173.716700701,-10.2000917058661,-0.8144570009925,8192.10%,8088468.19,2522825.78,7733093.47,-7807619.88,223783263.210761,231590883.09,0.999428651943101,0.962950716679928,0.575934320160904,-5.65944274995954,-0.103499831951017,96011.99,77135.58,17982.54,792630.70,9609477.07,,1658.679,478.327,444796.755,1.80231378892189,7.8691625449011,525.88%,14587.81%,28960044.48,6315308.29,9123345.44718276,261659471.676533,252536126.22935,1,1,1,1,1,85749.6316664148,38881.5514027375,164.488732000343,-4908168.33624109,-1156979.46320531
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,St. Clair,1743,7,,2020,3550,3538.78,749563.72,1209.9,544.5,2953.997,0.7158,831213.492,0.105,652.456,0.1619,27.62568402,3.20701954098527,120.61773,14.0023109226631,7925377.56,0.157147171172078,Coal,Diesel Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,20894784.1564,16722546.6516,37617330.808,,44600,13355,153850,91250,185,2400,,1759,-10.6350328,-13548.7799196,-0.0522744185180599,-0.228237668039409,10824725,272577.51042108,11097302.5104211,97.49%,-1.63%,-1.63%,-1.63%,-1.63%,157377282.20,146279979.69,146932.873075372,2512054.7789546,10530.6303856319,-202850703.167115,-48474456.7329543,,2952.31070208992,620.92222908146,495579.501168849,-18.1499434902077,-1.4492368274215,14576.94%,14392541.24,4489091.54,13760190.95,-4975507.09,394270260.094004,399245767.18,0.999429147047177,0.951669122640393,0.596212051342459,-5.65944274995955,-0.103499831951016,92987.41,68911.36,17672.60,301318.13,3456379.62,,2953.997,652.456,831213.492,3.20701954098527,14.0023109226631,935.74%,25957.41%,51531220.10,11237397.85,25151287.1469023,461666815.252595,436515528.105693,1,1,1,1,1,82735.6761374835,19406.366610312,154.741483519011,-7688723.71228092,-1793824.01515126
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,Belle River,6034,2,,2020,3833,3816.37,1838024.76,1395,697.5,5892.147,1.3551,1928299.33,0.0986,1911.493,0.1904,27.62568402,7.86401631356272,120.61773,34.3354320471557,18386015,0.300817459616046,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,28407606.3012,38794491.65,67202097.9512,,44600,13355,153850,91250,185,2400,,8153,-31.1573359,-31431.279079,-0.128183465911072,-0.559667542368638,25745709,632350.213895,26378059.213895,93.67%,-1.63%,-1.63%,-1.63%,-1.63%,736319675.74,709941616.53,62710.7021386122,2708913.17126716,10510.4636691933,-196344981.976957,-46984418.7599173,,5888.01198488552,1834.16821735918,1105282.46167389,-44.5059501113563,-3.5537114468461,35744.49%,35292325.98,11007818.52,33741723.33,12839769.89,841201798.73542,828362028.85,0.999298215894057,0.959547441376547,0.573190294928895,-5.65944274995957,-0.103499831951015,89133.42,53397.94,18325.16,-261310.92,-3589870.77,,5892.147,1911.493,1928299.33,7.86401631356272,34.3354320471557,2294.55%,63650.85%,126361049.68,27555516.55,86714468.2776072,1006466650.56175,919752182.284143,1,1,1,1,1,76533.0439774148,12590.2153643214,140.030597724884,-10872890.6399011,-2523109.74627362
MI,0.15%,6.32%,58.70%,21.20%,32.20%,10- RFCM,1.00,1.00,0.97,Belle River,6034,1,,2020,6547,6543.18,2734737.82,1395,697.5,8704.394,0.6359,2829488.4,0.105,2835.029,0.212,27.62568402,11.7006164975694,120.61773,51.0865830694232,26978351.9,0.44757660594753,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,30084459.7234,56924322.509,87008782.2324,,44600,13355,153850,91250,185,2400,,5615,-46.2109727,-46120.66092,-0.190720048910381,-0.832711304031598,26701113.158631,927866.4568967,27628979.6155277,95.30%,-1.63%,-1.63%,-1.63%,-1.63%,501126930.02,473497950.40,136535.525001687,2957633.61153989,10750.6346286868,-135428026.13014,-33032302.651577,,8698.24164423965,2719.97994728151,1604948.11888356,-66.2189692072261,-5.2874527626369,53183.08%,52510314.72,16378178.51,50203223.00,32082934.01,1238065911.57586,1205982977.57,0.999293189651072,0.959418738673047,0.567222017550438,-5.65944274995954,-0.103499831951016,87626.10,48611.08,18933.14,-457312.98,-6044560.14,,8704.394,2835.029,2829488.4,11.7006164975694,51.0865830694232,3413.99%,94704.04%,188008534.51,40998965.25,141998717.530799,1483958159.84252,1341959442.31172,1,1,1,1,1,74936.5475608297,7867.78130460076,134.814702357218,-11982153.0525141,-2777169.68344961
MN,2.88%,20.93%,32.00%,19.60%,36.60%,4- MROW,0.97,1.03,0.95,Hoot Lake,1943,2,,2020,3076,3059.5,107868.75,129.4,54.4,397.253,0.5888,135147.9,0.1048,204.231,0.3064,27.62568402,13.9821935213097,120.61773,61.0482781798315,1288599.2,0.226356328062047,Coal,Diesel Oil,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,2732946.5625,2718944.312,5451890.8745,,33165,14770,79300,81900,185,2400,,361,-3.3289653,-2202.91077,-0.227909754397348,-0.995086934331253,6220317,44318.7922856,6264635.7922856,90.87%,-1.63%,-1.63%,-1.63%,-1.63%,28978326.10,22713690.31,72771.1493288488,1058940.80443386,8505.89409380136,-22622321.9786232,-6148327.05924903,,397.010327038603,199.693015621875,86847.244455375,10.9087404652159,58.8246658345503,3848.06%,3685398.27,826469.83,1920805.02,980782.25,59160413.0294351,58179630.78,0.999389122394552,0.977780139263261,0.642608908132313,0.780188061951104,0.96357616608398,79479.64,44112.86,13225.21,11734.23,-14182.25,,397.253,204.231,135147.9,13.9821935213097,61.0482781798315,759.92%,2957.47%,7628001.08,1475677.03,3651787.23362953,68582498.9988715,64930711.765242,1,1,1,1,1,72707.4017474266,30054.3294180143,157.979326843928,-181874.130372605,-57418.0217773279
MN,2.88%,20.93%,32.00%,19.60%,36.60%,4- MROW,0.97,1.03,0.95,Hoot Lake,1943,3,,2020,2013,1998.25,105255.75,129.4,75,352.212,0.549,127259.825,0.105,111.923,0.1729,27.62568402,13.6434904986903,120.61773,59.5694518201685,1213380.88,0.160206621004566,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,3686578.2525,2560233.6568,6246811.9093,,33165,14770,79300,81900,185,2400,,316,-1.8243449,-2074.3351475,-0.222388895128652,-0.970982064668746,6984966,41731.80860584,7026697.80860584,89.72%,-1.63%,-1.63%,-1.63%,-1.63%,25389232.23,18362534.42,69048.9398461841,-910830.404714503,7962.24748749004,-26731411.2452452,-7089452.39538059,,351.975205520074,107.494943225375,80129.198893355,10.6444884104215,57.3997040006023,3754.84%,3596123.61,806449.52,1874275.67,30036.89,49785308.451421,49755271.56,0.999327693321278,0.960436578946016,0.629650393542149,0.780188061951105,0.96357616608398,81869.76,49630.17,12645.13,98820.33,1967.43,,352.212,111.923,127259.825,13.6434904986903,59.5694518201685,741.51%,2885.83%,7443221.27,1439930.40,2636339.7637263,58979154.9109145,56342815.1471882,1,1,1,1,1,74414.9064662013,24380.0580870214,164.283801751839,-113930.593298641,-41856.5725077516
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Thomas Hill Energy Center,2168,MB1,,2020,7744,7725.54,1171708.88,1135,180,2401.712,0.3758,1327378.87,0.1049,3426.257,0.5338,400.9054088,133.11142020527,161.1007,53.4897821340224,12656652.4,0.743092897006596,Coal,Diesel Oil,Cyclone boiler,,Overfire Air|Selective Catalytic Reduction,Electrostatic Precipitator,,10566495.6056,26705536.564,37272032.1696,,51450,14940,47000,80750,185,2400,,9688,-55.8479891,-21636.275581,-2.1697161493459,-0.871883448784565,24144547,435300.2459932,24579847.2459932,94.96%,-1.63%,-1.63%,-1.63%,-1.63%,774491471.84,749911624.60,17481.254825971,3632885.59272418,10213.645267953,-8445164.82115391,-28044427.0423504,,2399.07599964026,3376.96379327284,802719.902398555,99.726475649148,29.336110837714,39927.38%,41787636.22,9576861.95,22800348.71,36892814.72,571182746.171588,534289931.46,0.998902449436177,0.985613102949615,0.604740606122919,0.749195489728535,0.548443266495465,65460.80,56434.24,16843.34,-307206.06,-1253214.49,,2401.712,3426.257,1327378.87,133.11142020527,53.4897821340224,1994.58%,35869.43%,76085863.62,16351033.71,55164865.156156,673357149.406769,618192284.250613,1,1,1,1,1,57781.0240544428,50289.3790728028,143.440753877485,-367426.238342937,-1028915.94400472
MO,0.14%,4.65%,33.50%,19.60%,36.20%,17- SPNO,0.99,1.02,0.97,John Twitty Energy Center,6195,1,,2020,4028,3976.86,574294.41,543,233,1507.986,0.5021,576692.555,0.0998,290.843,0.1025,93.667692,40.1925823867403,23.059,9.89456169429098,5577840.42,0.281367908166265,Coal,"Diesel Oil, Natural Gas, Pipeline Natural Gas",Dry bottom wall-fired boiler,,Other|Selective Catalytic Reduction,Baghouse,,11915420.5467,11769243.2862,23684663.8329,,51450,14940,47000,80750,185,2400,,9738,-4.7407409,-9400.0886465,-0.655139092903867,-0.161281355616943,24096326,191838.66556506,24288164.6655651,95.33%,-1.63%,-1.63%,-1.63%,-1.63%,784258567.20,759970402.53,10010.444119371,-1050278.42706297,8765.87031337363,-34189859.1245799,-150447754.017699,,1506.69400648762,266.682721318505,319539.334270051,23.829484552455,-1.94397485964157,19569.77%,19128988.34,4383968.49,10437240.39,10265533.39,199600703.966473,189335170.58,0.99914323242233,0.916930169605268,0.554089577712775,0.592882644940885,-0.196469022045031,74005.96,33911.21,15788.19,-351517.55,-5268476.80,,1507.986,290.843,576692.555,40.1925823867403,9.89456169429098,977.61%,17580.83%,36424939.80,7845169.52,20585445.4824622,249679857.265243,229094411.782781,1,1,1,1,1,67099.0473502657,-4388.54884753011,149.304298184564,-465170.262771009,-2078080.78515087
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Sikeston,6768,1,,2020,7891,7876.71,1782953.33,261,261,4265.518,0.4995,1770392.75,0.105,922.491,0.1089,364.7798,364.7798,29.414,29.414,16880136.5,0.779821782221522,Coal,Other Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,15478452.7271,35617088.015,51095540.7421,,51450,14940,47000,80750,185,2400,,9253,-15.0366033,-28857.401825,-5.94591074,-0.4794482,24856379.5481337,580558.5346445,25436938.0827782,94.70%,-1.63%,-1.63%,-1.63%,-1.63%,740562242.09,715125304.01,34475.6987374064,2381338.30445748,10468.2231095911,-1394620.24328643,-52907372.4393547,,4261.50687940554,847.483044883565,972035.351360708,313.978957671142,-7.33989800705315,60756.26%,63586959.54,14572816.00,34694588.69,61758823.49,594947015.118875,533188191.63,0.99905964044825,0.918689770288886,0.549050684578723,0.860735593558476,-0.249537567384686,66333.76,-607.26,19002.51,-142092.88,-8404507.78,,4265.518,922.491,1770392.75,364.7798,29.414,3035.10%,54581.41%,115777516.25,24880864.61,89562840.1193858,750422658.94,660859818.820614,1,1,1,1,1,59753.0565761566,-30698.0367606685,134.410750739131,-198525.7668308,-3042505.15126762
